code,current_or_latest_name,first_date,last_date,trading_day_count,profile_path
217880,틸론,2015-05-28,2026-06-22,2358,atlas/symbol_profiles/217/217880.json
217910,에스제이켐,2018-04-27,2026-06-22,1910,atlas/symbol_profiles/217/217910.json
217950,파마리서치바이오,2015-11-05,2026-06-22,2486,atlas/symbol_profiles/217/217950.json
219420,링크제니시스,2016-07-29,2026-06-22,2301,atlas/symbol_profiles/219/219420.json
219750,한국비티비,2015-06-19,2026-06-02,1537,atlas/symbol_profiles/219/219750.json
220100,퓨쳐켐,2015-08-13,2026-06-22,2657,atlas/symbol_profiles/220/220100.json
220110,드림티엔터테인먼트,2015-06-24,2020-04-09,853,atlas/symbol_profiles/220/220110.json
220180,핸디소프트,2015-06-29,2026-06-22,2624,atlas/symbol_profiles/220/220180.json
220250,카이노스메드,2015-09-10,2020-05-14,1087,atlas/symbol_profiles/220/220250.json
221670,주노콜렉션,2017-06-27,2019-07-15,233,atlas/symbol_profiles/221/221670.json
221800,지구홀딩스,2015-06-29,2026-06-22,2009,atlas/symbol_profiles/221/221800.json
222160,NPX,2016-03-29,2024-02-14,1685,atlas/symbol_profiles/222/222160.json
222520,솔트웍스,2015-07-08,2016-10-26,72,atlas/symbol_profiles/222/222520.json
222670,플럼라인생명과학,2015-07-28,2026-02-19,2565,atlas/symbol_profiles/222/222670.json
223220,로지스몬,2015-07-09,2026-06-22,1624,atlas/symbol_profiles/223/223220.json
224020,에스케이씨에스,2016-07-25,2024-03-05,1235,atlas/symbol_profiles/224/224020.json
224090,정다운,2015-07-31,2016-05-19,16,atlas/symbol_profiles/224/224090.json
224760,엔에스컴퍼니,2016-03-23,2026-06-12,971,atlas/symbol_profiles/224/224760.json
224810,엄지하우스,2015-11-12,2026-06-22,1678,atlas/symbol_profiles/224/224810.json
224880,SGA클라우드서비스,2017-05-23,2021-05-04,126,atlas/symbol_profiles/224/224880.json
225220,제놀루션,2015-08-03,2026-06-22,2421,atlas/symbol_profiles/225/225220.json
225850,미애부,2015-12-08,2022-04-26,1096,atlas/symbol_profiles/225/225850.json
225860,엠앤씨생명과학,2017-04-25,2022-04-26,956,atlas/symbol_profiles/225/225860.json
226400,오스테오닉,2016-05-04,2026-06-22,2454,atlas/symbol_profiles/226/226400.json
226610,한국비엔씨,2015-12-18,2019-11-12,893,atlas/symbol_profiles/226/226610.json
227420,도부,2016-12-28,2026-06-22,1824,atlas/symbol_profiles/227/227420.json
228180,티씨엠생명과학,2015-10-22,2020-07-14,1045,atlas/symbol_profiles/228/228180.json
228760,지노믹트리,2016-07-19,2026-06-22,2316,atlas/symbol_profiles/228/228760.json
229000,젠큐릭스,2015-10-27,2026-06-22,2428,atlas/symbol_profiles/229/229000.json
229480,줌인터넷,2016-06-10,2019-05-17,513,atlas/symbol_profiles/229/229480.json
229500,노브메타파마,2015-10-28,2026-06-22,2408,atlas/symbol_profiles/229/229500.json
230400,자비스,2015-11-17,2019-10-23,682,atlas/symbol_profiles/230/230400.json
232290,SGA시스템즈,2016-03-30,2017-09-21,125,atlas/symbol_profiles/232/232290.json
232360,아스팩오일,2015-12-22,2017-07-24,145,atlas/symbol_profiles/232/232360.json
232530,이엠티,2016-01-07,2026-06-22,2385,atlas/symbol_profiles/232/232530.json
232680,라온로보틱스,2015-12-15,2026-06-22,2472,atlas/symbol_profiles/232/232680.json
232830,아이티센피엔에스,2016-11-29,2026-06-22,2259,atlas/symbol_profiles/232/232830.json
233190,미래자원엠엘,2016-04-22,2016-12-27,7,atlas/symbol_profiles/233/233190.json
233250,메디안디노스틱,2017-06-26,2026-06-19,1223,atlas/symbol_profiles/233/233250.json
233990,질경이,2015-12-29,2026-06-22,2517,atlas/symbol_profiles/233/233990.json
234070,에이원큐브텍,2015-12-21,2026-06-22,1718,atlas/symbol_profiles/234/234070.json
234100,폴라리스세원,2015-12-29,2026-06-22,2418,atlas/symbol_profiles/234/234100.json
235090,태경피엔에스,2016-03-16,2018-05-08,490,atlas/symbol_profiles/235/235090.json
236030,씨알푸드,2018-01-15,2026-06-22,1416,atlas/symbol_profiles/236/236030.json
236340,메디젠휴먼케어,2016-01-26,2026-06-22,2498,atlas/symbol_profiles/236/236340.json
237720,케이엠제약,2016-02-24,2018-09-06,274,atlas/symbol_profiles/237/237720.json
238170,엔에스엠,2020-01-07,2026-02-26,1438,atlas/symbol_profiles/238/238170.json
238500,솔루믹스,2016-04-20,2025-04-04,2074,atlas/symbol_profiles/238/238500.json
239890,피엔에이치테크,2017-07-27,2026-06-22,1579,atlas/symbol_profiles/239/239890.json
